Part Number, Price, Package, Qty
BA6439P-RHM,"5,18 € (39,03 kn)",IC-MOTOR DRIVER,4
BA6435,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA6430S-RHM,"5,18 € (39,03 kn)",INTEGRIRANI KRUG,3
BA6418N-RHM,"1,19 € (8,97 kn)",INTEGRIRANI KRUG,2
BA6417,"0,00 € (0,00 kn)",IC,0
BA6411-RHM,"3,85 € (29,01 kn)",INTEGRIRANI KRUG,0
BA6398FP-RHM,"1,86 € (14,01 kn)",INTEGRIRANI KRUG SMD,9
BA6397FP-RHM,"2,52 € (18,99 kn)",IC,18
BA6392FP,"3,85 € (29,01 kn)",IC,0
BA6353S-RHM,"6,50 € (48,97 kn)",IC-SERVO DRIVER,2
BA6334-RHM,"1,05 € (7,91 kn)",INTEGRIRANI KRUG,1
BA6305-RHM,"1,11 € (8,36 kn)",INTEGRIRANI KRUG,2
BA6303F-RHM,"1,33 € (10,02 kn)",IC-SMD-VELOCITY SERVO,2
BA6303-RHM,"0,80 € (6,03 kn)",IC(DIP16),4
BA6302A-RHM,"1,96 € (14,77 kn)",INTEGRIRANI KRUG,3
BA6301-RHM,"2,19 € (16,50 kn)",INTEGRIRANI KRUG,2
BA6298FP-RHM,"3,85 € (29,01 kn)",IC-CD/CD-ROM QUAD POWER DRVR,21
BA6297FP-RHM,"3,85 € (29,01 kn)",IC-SERVO CIRCUIT MOTOR DRIVE,17
BA6296FP-RHM,"1,86 € (14,01 kn)",INTEGRIRANI KRUG,19
BA6294-RHM,"1,86 € (14,01 kn)",INTEGRIRANI KRUG,1
BA6292,"6,22 € (46,86 kn)",INTEGRIRANI KRUG,1
BA6290A-RHM,"2,52 € (18,99 kn)",INTEGRIRANI KRUG,1
BA6287FS-SMD,"9,16 € (69,02 kn)",IC=875958033,0
BA6286N-RHM,"1,59 € (11,98 kn)",IC,0
BA6286-RHM,"3,54 € (26,67 kn)",IC-DC MOTOR DRIVER 1A 2W,0
BA6280AF,"3,91 € (29,46 kn)",IC,5
BA6259N-RHM,"2,52 € (18,99 kn)",INTEGRIRANI KRUG,8
BA6248,"1,73 € (13,03 kn)",INTEGRIRANI KRUG,5
BA6247N-RHM,"1,99 € (14,99 kn)",INTEGRIRANI KRUG-BEZ HLADNJAKA,36
BA6247H-RHM,"2,59 € (19,51 kn)",INTEGRIRANI KRUG-SA HLADNJAKOM,0
BA6247,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA6239A-RHM,"2,34 € (17,63 kn)",INTEGRIRANI KRUG,2
BA6238A-RHM,"2,26 € (17,03 kn)",IC-MOTOR DR. 2x REV. 20V 1.6,1
BA6235-RHM,"0,78 € (5,88 kn)",IC(DIP8),3
BA6229-RHM,"2,12 € (15,97 kn)",INTEGRIRANI KRUG,20
BA6222-RHM,"2,26 € (17,03 kn)",INTEGRIRANI KRUG,5
BA6220-RHM,"0,90 € (6,78 kn)",IC(DIP8),5
BA6219BFP-RHM,"2,32 € (17,48 kn)",INTEGRIRANI KRUG,24
BA6219B-RHM,"2,26 € (17,03 kn)",INTEGRIRANI KRUG,1
BA6219,"2,79 € (21,02 kn)",INTEGRIRANI KRUG,0
BA6218-RHM(ZIP9),"2,35 € (17,71 kn)",IC-Reversible Motor Driver,5
BA6209N,"1,71 € (12,88 kn)",INTEGRIRANI KRUG,2
BA6209-RHM,"1,46 € (11,00 kn)",INTEGRIRANI KRUG=KA8301,1
BA6209,"3,25 € (24,49 kn)",INTEGRIRANI KRUG,0
BA6208-RHM,"1,06 € (7,99 kn)",IC,7
BA6191,"2,52 € (18,99 kn)",IC,2
BA6149LS-RHM,"2,63 € (19,82 kn)",IC,2
BA6138,"1,83 € (13,79 kn)",INTEGRIRANI KRUG,1
BA6137-RHM,"3,39 € (25,54 kn)",IC,1
BA6129AF-RHM,"1,01 € (7,61 kn)",INTEGRIRANI KRUG-smd,3
BA6125-RHM,"0,98 € (7,38 kn)",INTEGRIRANI KRUG,1
BA6124,"0,00 € (0,00 kn)",IC=AN6884,0
BA6122A-ROHM(ZIP16),"1,99 € (14,99 kn)",IC(ZIP16),10
BA6122-SMD(SOP7.2),"2,26 € (17,03 kn)",IC-SMD(SOP7.2),15
BA6110-RHM,"1,06 € (7,99 kn)",IC-OPAMP V-CNTRL 34V,0
BA6109-RHM,"0,00 € (0,00 kn)",INTEGRIRANI KRUG=BA6209=KA8301,0
BA6109-RHM,"1,96 € (14,77 kn)",IC=BA61089=BA6219,6
BA6104,"1,39 € (10,47 kn)",INTEGRIRANI KRUG,5
BA5983FM-SMD,"3,16 € (23,81 kn)",IC DRIVER,0
BA5977P,"8,63 € (65,02 kn)",IC,0
BA5974FP,"2,52 € (18,99 kn)",IC,0
BA5954FP,"3,85 € (29,01 kn)",IC-SMD(SOP28),2
BA5954FM-ROHM,"5,97 € (44,98 kn)",IC-BLT DRIVER FOR DVD-ROM(HSOP28),2
BA5948FP-ROHM(SO28),"9,95 € (74,97 kn)",IC,3
BA5947FP,"3,51 € (26,45 kn)",IC(SMD28),13
BA5941FP,"3,85 € (29,01 kn)",IC,3
BA5939S-RHM,"9,35 € (70,45 kn)",IC,1
BA5936S,"4,25 € (32,02 kn)",IC,0
BA5929FP,"0,00 € (0,00 kn)",IC-PIONEER-4506364,0
BA5927S-RHM,"3,72 € (28,03 kn)",IC,1
BA5917AFP,"22,03 € (165,99 kn)",IC-SMD,0
BA5914FP,"5,18 € (39,03 kn)",IC,2
BA5888FP-RHM,"2,64 € (19,89 kn)",IC,6
BA5815FM-RHM,"4,67 € (35,19 kn)",IC-MOTOR CONT 5CHN ZA DVD,1
BA5810FP,"7,30 € (55,00 kn)",IC,0
BA547,"0,00 € (0,00 kn)",INTEGRIRANI KRUG=BA518,0
BA5417-RHM(ZIP15),"3,85 € (29,01 kn)",IC,0
BA5415A-RHM,"1,99 € (14,99 kn)",INTEGRIRANI KRUG,0
BA5414,"6,97 € (52,52 kn)",IC(SIL12),3
BA5413-RHM,"2,63 € (19,82 kn)",INTEGRIRANI KRUG,4
BA5412-RHM,"2,75 € (20,72 kn)",IC=BA5413-RHM(SILP-12),1
BA5410-RHM,"2,90 € (21,85 kn)",INTEGRIRANI KRUG,0
BA5410,"4,04 € (30,44 kn)",INTEGRIRANI KRUG,0
BA5408-RHM,"0,00 € (0,00 kn)",IC,0
BA5406-RHM,"1,80 € (13,56 kn)",IC(SILP12),3
BA5404-RHM,"1,70 € (12,81 kn)",IC-POJAČALO ZA SLUALICE 12V,2
BA532,"6,57 € (49,50 kn)",INTEGRIRANI KRUG,0
BA5304,"0,00 € (0,00 kn)",IC,0
BA5302,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA527,"1,86 € (14,01 kn)",IC,1
BA526-RHM,"1,86 € (14,01 kn)",INTEGRIRANI KRUG,1
BA524,"7,90 € (59,52 kn)",INTEGRIRANI KRUG,2
BA521-RHM,"3,78 € (28,48 kn)",INTEGRIRANI KRUG,1
BA518,"1,19 € (8,97 kn)",INTEGRIRANI KRUG=BA547,5
BA514,"4,25 € (32,02 kn)",INTEGRIRANI KRUG,1
BA511A-RHM,"2,19 € (16,50 kn)",INTEGRIRANI KRUG,0
BA5115L-RHM,"0,88 € (6,63 kn)",IC-VTR AUDIO REC/PLAY SYST.,5
BA5115-RHM,"0,66 € (4,97 kn)",INTEGRIRANI KRUG,3
BA5102AL,"1,06 € (7,99 kn)",INTEGRIRANI KRUG,2
BA5102A,"1,53 € (11,53 kn)",INTEGRIRANI KRUG,0
BA4918,"0,00 € (0,00 kn)",IC-PIONEER,0
BA4911,"3,85 € (29,01 kn)",IC,0
BA4908,"4,11 € (30,97 kn)",IC=875966147,2
BA4905-RHM,"6,91 € (52,06 kn)",IC-V-REG 6*POS + ON-SWITCH,0
BA4905,"0,00 € (0,00 kn)",IC,0
BA4901A-RHM,"7,23 € (54,47 kn)",IC-V-REG 5*POS + ON-SWITCH,0
BA4560-RHM,"1,59 € (11,98 kn)",IC-dip 8,0
BA4558,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA4422,"0,00 € (0,00 kn)",IC=LA1186,0
BA4412-RHM,"0,66 € (4,97 kn)",INTEGRIRANI KRUG,3
BA4402-RHM,"1,88 € (14,16 kn)",IC(SIP9),5
BA4260,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA4236L-RHM,"1,94 € (14,62 kn)",IC(SQP18),2
BA4234L,"1,45 € (10,93 kn)",INTEGRIRANI KRUG,2
BA4220,"0,83 € (6,25 kn)",INTEGRIRANI KRUG,2
BA4112-RHM,"2,11 € (15,90 kn)",INTEGRIRANI KRUG,3
BA4110-RHM,"0,66 € (4,97 kn)",INTEGRIRANI KRUG,2
BA403,"0,00 € (0,00 kn)",INTEGRIRANI KRUG=TA7130,0
BA3993,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA3960-RHM,"5,21 € (39,25 kn)",INTEGRIRANI KRUG,4
BA3950,"5,18 € (39,03 kn)",IC,0
BA3936-RHM,"11,39 € (85,82 kn)",INTEGRIRANI KRUG,0
BA3933-RHM,"5,18 € (39,03 kn)",INTEGRIRANI KRUG,3
BA3932-RHM,"3,85 € (29,01 kn)",INTEGRIRANI KRUG,2
BA3930-RHM,"3,85 € (29,01 kn)",IC,4
BA3924-RHM,"3,32 € (25,01 kn)",IC,13
BA3920-RHM,"2,52 € (18,99 kn)",INTEGRIRANI KRUG,12
BA3918-RHM,"5,18 € (39,03 kn)",INTEGRIRANI KRUG,1
BA3917-RHM,"8,13 € (61,26 kn)",INTEGRIRANI KRUG,6
BA3913-RHM,"4,51 € (33,98 kn)",IC,0
BA3910B-RHM,"5,18 € (39,03 kn)",INTEGRIRANI KRUG,1
BA3906-RHM,"3,19 € (24,04 kn)",INTEGRIRANI KRUG,4
BA3904A-RHM,"3,85 € (29,01 kn)","IC-PWR SUPPLY FOR CAR, 4-OUT",2
BA3900-RHM,"3,85 € (29,01 kn)",INTEGRIRANI KRUG,2
BA3822LS-RHM,"1,39 € (10,47 kn)",INTEGRIRANI KRUG,6
BA3812L-RHM,"1,19 € (8,97 kn)",INTEGRIRANI KRUG,3
BA3706-RHM,"1,42 € (10,70 kn)",INTEGRIRANI KRUG,3
BA3521-RHM,"2,59 € (19,51 kn)",INTEGRIRANI KRUG,3
BA3520-RHM,"1,95 € (14,69 kn)",INTEGRIRANI KRUG,5
BA3506A-RHM,"1,99 € (14,99 kn)",INTEGRIRANI KRUG,2
BA3505F-RHM,"1,79 € (13,49 kn)",IC,2
BA3442-SMD,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA343-RHM,"1,33 € (10,02 kn)",IC,3
BA3416BL-RHM,"1,27 € (9,57 kn)",INTEGRIRANI KRUG,0
BA3406AL-RHM,"1,46 € (11,00 kn)",INTEGRIRANI KRUG,2
BA338-RHM,"1,46 € (11,00 kn)",INTEGRIRANI KRUG,3
BA335-RHM,"1,15 € (8,66 kn)",IC-AUDIO LEVEL SENSOR,3
BA3312N-RHM,"1,59 € (11,98 kn)",IC,0
BA3308-RHM,"1,27 € (9,57 kn)",IC,1
BA329,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA328,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA313-RHM,"0,50 € (3,77 kn)",IC,0
BA3126N,"3,58 € (26,97 kn)",IC SIL9,0
BA3122N,"14,59 € (109,93 kn)",IC,0
BA3121-RHM,"1,95 € (14,69 kn)",IC(DIP8),1
BA17741,"0,00 € (0,00 kn)",IC=UA741CN8,0
BA1604-RHM,"0,98 € (7,38 kn)",IC(DIP8),4
BA15218N-RHM,"0,47 € (3,54 kn)",IC(SIP8),0
BA15218-RHM,"1,33 € (10,02 kn)",IC(DIP8),10
BA1450S,"1,46 € (11,00 kn)",IC,0
BA1404-RHM,"1,86 € (14,01 kn)",IC-FM STEREO TRANSMITTER,7
BA1350-RHM,"1,59 € (11,98 kn)",IC,3
BA1335-RHM,"2,85 € (21,47 kn)",INTEGRIRANI KRUG,0
BA1332L-RHM,"1,59 € (11,98 kn)",IC-STEREO DECODER,0
BA1332-RHM,"1,46 € (11,00 kn)",INTEGRIRANI KRUG,1
BA1330,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA1320-RHM,"1,46 € (11,00 kn)",INTEGRIRANI KRUG,0
BA12004,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA12003,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA10393,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA10358,"0,00 € (0,00 kn)",INTEGRIRANI KRUG=BA10358-SIL,0
BA10339,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
BA10324-SMD,"0,00 € (0,00 kn)",IC,0
BA10324,"0,73 € (5,50 kn)",INTEGRIRANI KRUG=LM324,0
B58251-PHILIPS (SOP16),"7,96 € (59,97 kn)",IC (SOP16),2
B260D,"0,00 € (0,00 kn)",IC=TDA1060=3060,0
AY-5-8320,"5,77 € (43,47 kn)",INTEGRIRANI KRUG,0
AY-3-8910,"20,82 € (156,87 kn)",INTEGRIRANI KRUG,0
AY-3-8610,"5,77 € (43,47 kn)",INTEGRIRANI KRUG,1
AY-3-8203,"23,21 € (174,88 kn)",INTEGRIRANI KRUG,1
AZ7500EP-E1-AZ(DIP16),"3,59 € (27,05 kn)",IC-DC-DC CONTROLLER,0
AZ494APG-DIO,"3,32 € (25,01 kn)",IC PWM CONTROLLER (DIP16),5
AZ1117T-3.3E1-DIO(TO220),"2,24 € (16,88 kn)","IC-VOLT.REG. 3,3V 1A FIX",7
ATTINY85-V10PU-ATMEL,"5,55 € (41,82 kn)",IC-AVR MICROCONTROLLER(DIP8),0
ATTINY85-20SU-ATMEL,"10,52 € (79,26 kn)",IC-MICROCONT; 8kx8bit; EEPROM 512B (SO8),7
ATTINY85-20PU-ATMEL,"6,64 € (50,03 kn)",IC-AVR MICROCONTROLLER(DIP8),23
ATTINY84A-PU-ND,"3,32 € (25,01 kn)",IC MCU 8BIT 8kB FLASH (DIP14),0
ATTINY84-20SSU-ATMEL,"4,30 € (32,40 kn)",IC-SMD,10
ATTINY461V-10SU-ATMEL,"4,44 € (33,45 kn)",IC-AVR MICROCONTROLLER (SO20),2
ATTINY45V-10SU-ATMEL,"4,30 € (32,40 kn)",IC-AVR MICROCONTROLLER(SO8),2
ATTINY45-20SU-ATMEL,"3,05 € (22,98 kn)",IC-AVR MICROCONTROLER(SO8),6
ATTINY45-20PU-ATMEL,"3,32 € (25,01 kn)","IC-ISP-MC2,7-5,5V 4K-FLASH 20MHz(DIP8)",1
ATTINY25-20SU-ATMEL,"2,63 € (19,82 kn)",IC-AVR MICROCONTROLLER(SO8),5
ATTINY25-20PU-ATMEL(DIP8),"4,24 € (31,95 kn)",IC-AVR MICROCONTROLLER,5
ATTINY2313V-10PU,"3,65 € (27,50 kn)",IC-DIL,2
ATTINY2313A-SU,"3,26 € (24,56 kn)",IC-AVR MICROCONT. 2kx8bit FLASH (SO20),10
ATTINY2313A-PU,"3,26 € (24,56 kn)",IC-AVR MICROCONTROLLER 20MHz(DIP20),1
ATTINY2313-20SU,"3,52 € (26,52 kn)",IC-AVR MICROCONT. FLASH 2kx8bit (SO20),1
ATTINY2313-20PU,"4,91 € (36,99 kn)",IC-AVR MICROCONTROLLER(DIP18),8
ATTINY13V-10PU,"3,52 € (26,52 kn)",IC-MICROCONTR. 1kx8bit EEPROM 64B (DIP8),0
ATTINY13A-SUR,"5,16 € (38,88 kn)",IC-SMD-MICROCONTR. 1kx8bit EEPROM 64B(SO,3
ATTINY13A-SSU(SO8),"3,07 € (23,13 kn)",IC-SMD- MICROCONTR. 1kx8bit; EEPROM;64B,5
ATTINY13A-MU-MIC(VDFN20),"3,08 € (23,21 kn)",IC-SMD- MICROCONTR. 1kx8bit; EEPROM;64B,6
ATTINY13A-20SQ-MIC(SO8-W),"4,39 € (33,08 kn)",IC-SMD- MICROCONTR. 1kx8bit; EEPROM;64B,4
ATTINY13A-20PU(DIP8),"2,46 € (18,53 kn)",IC(DIP8)AVR MICROCONT. FLASH 1kx8bit,0
ATTINY13-20PU-MT,"4,09 € (30,82 kn)",IC-AVR MICROCNTRL. EEPROM 64B SRAM (DIP8,15
ATMEGA8A-ATMEL(DIP28),"5,04 € (37,97 kn)",IC-1kx8kbit; EEPROM;512B,0
ATMEGA8-16PU-ATMEL(DIP28),"6,83 € (51,46 kn)",IC-1kx8kbit; EEPROM;512B,3
ATMEGA8-16AU-ATMEL-SMD,"5,02 € (37,82 kn)",IC-1kx8kbit; EEPROM;512B(TQFP28),0
ATMEGA644P-20PU-ATMEL,"14,08 € (106,09 kn)",IC-AVR MCU 8-BIT 64KB FLASH 3.3/5V,1
ATMEGA640-16AU-ATMEL(USA),"13,18 € (99,30 kn)","IC-MC 8BIT 2,7V 64kB FLASH 16MHz(TQFP100",2
ATMEGA48V-10PU,"7,96 € (59,97 kn)",IC-8bit MICROCONT. 10MHz (DIP28),0
ATMEGA48PA-PU-ATMEL(USA),"2,39 € (18,01 kn)","IC-MC 8BIT 1,8V 4kB FLASH 20MHz(SDIP28)",5
ATMEGA329V-8AU-ATMEL(USA),"10,18 € (76,70 kn)","IC-MC 8BIT 1,8V 32kB FLASH 8MHz(TQPF64)",2
ATMEGA329-16AU-ATMEL(USA),"11,03 € (83,11 kn)","IC MC 8BIT 2,7V 32KB FLASCH 16MHz(TQFP64",2
ATMEGA328P-PU,"15,00 € (113,02 kn)",IC MCU 8BIT 32K FLASH(DIP28),7
ATMEGA328P-20AU-ATMEL(USA),"13,25 € (99,83 kn)","IC-SMD-MC 8 BIT 1,8V 32kB FLASH 20MHz(TQ",10
ATMEGA328-PU-ATMEL,"5,31 € (40,01 kn)","IC-EEPROM 1024B,SRAM2kB(SDIP28)",0
ATMEGA324P-20MU-ATMEL(PUERTO R,"9,36 € (70,52 kn)","IC-MC 8BIT 2,7V 32KB FLASH 20MHz(MLF44)",2
ATMEGA32-16PU-ATMEL(MALAYSIA),"7,41 € (55,83 kn)",IC-AVR MICROCONTROLLER 8BIT 32KB FLASH D,8
ATMEGA16L-8PU,"11,08 € (83,48 kn)",IC-AVR MICROCONTR. 16kx8bit; EEPROM 512B,1
ATMEGA169P-16AU-ATMEL(TAIWAN),"7,69 € (57,94 kn)","IC-MC 8BIT 2,7V 16KB FLASH 16MHz(TQFP64)",2
ATMEGA168A-PU,"5,97 € (44,98 kn)",IC-DIP-8BIT 20MHz,26
ATMEGA168A-AU(TQFP32),"4,09 € (30,82 kn)","IC-SMD-EEPROM 512B,SRAM-1kB,HLASH",2
ATMEGA128A-MU,"12,26 € (92,37 kn)","IC-MC 8BIT 2,7V 128kB FLASH MLF64",2
ATMEGA128A-AU-ATMEL(USA),"9,46 € (71,28 kn)","IC-MC 8 BIT 2,7V 128KB FLASH 16MHz(TQFP6",0
ATINY2313-20PU-ATMEL,"0,00 € (0,00 kn)",IC=AT90S2313,0
ATA5021GAQW-ATMEL,"8,97 € (67,58 kn)",IC-Supervisory Circuits Digital Window W,1
AT93C86A-10SU-2.7-ATMEL,"0,80 € (6,03 kn)",IC MEMORY EEPROM 2kx8bit 2.7:5.5V(SO8),10
AT90S2313-20SC-SMD,"4,67 € (35,19 kn)",IC-SMD,0
AT90S2313-20PI,"4,65 € (35,04 kn)",IC DIL 20pin.,0
AT90S2313-10PC-ATMEL,"10,35 € (77,98 kn)",IC-DIL 20p.,14
AT90S1200-12PC,"8,36 € (62,99 kn)",CPU 8B 12MHZ 512 EEPROM,0
AT89S8253-24PU-ATMEL(MALAYSIA),"5,98 € (45,06 kn)","IC ISP-MC 2,7-5,5V 12K-Flash 24MHz (DIP4",2
AT89S8253-24JU-ATML(TAIWAN),"3,83 € (28,86 kn)","IC ISP-MC 2,7-5,5V 12K-Flash 24MHz PLCC4",2
AT89S8253-24AU-ATML(PUERTO RIC,"5,31 € (40,01 kn)","IC ISP-MC 2,7-5,5V 12K-FLASH 24MHz TQFP4",11
AT89S8252-24PC-ATMEL,"21,67 € (163,27 kn)",IC-CPU8B 24MHZ 2K,9
AT89S52-24PU,"3,90 € (29,38 kn)",IC DIP40,0
AT89S52-24JU,"0,00 € (0,00 kn)",IC-MCU 8kB Flash 256B RAM 33MHz 4V-5.5V,0
AT89C4051-24SU-ATMEL(USA),"1,78 € (13,41 kn)",IC-MC 5V 4K-FLASH 24MHz(SOL20),5
AT89C4051-24PU-ATMEL(CHINA),"2,77 € (20,87 kn)","IC IC MCU,8BIT,4K FLASH(DIP20)",2
AT89C2051-24PI-ATMEL(DIP20),"4,77 € (35,94 kn)",IC-8bit MICROC.+2K BYTES FLASH(DIP20),6
AT8880,"0,00 € (0,00 kn)",IC=MT8880,0
AT42QT1011-MAG,"2,32 € (17,48 kn)",IC SMD-DETEKTOR PROMJENE(uDFN8),14
AT28C64B,"0,00 € (0,00 kn)",IC,0
AT28C256-15JI-ATMEL(PLCC32),"0,00 € (0,00 kn)",IC-SMD-EEPROM-32x8bit 4.5-5.5V,0
AT28C256-15-ATMEL(DIP28),"0,00 € (0,00 kn)",IC-DIP-EEPROM-32x8bit 4.5-5.5V,0
AT27C512R-70JU-ATMEL,"11,25 € (84,76 kn)","IC-MEMORY,EPROM 64kX8bit 5v 70nS(PLCC32)",10
AT27C512R-45PU-ATMEL,"4,49 € (33,83 kn)",IC-MEMORY EPROM 64kx8bit 5V 45ns (DIP28),4
AT27C512R-45JU,"4,09 € (30,82 kn)",IC EPROM OTP:64Kx 8BIT 5V 45ns(PLCC32),2
AT27C512-70PU-ATMEL,"5,00 € (37,67 kn)",IC-EPROM 64Kx8 70ns(DIP28),13
AT27C512-120,"0,00 € (0,00 kn)",IC,0
AT27C256R-70PU-ATMEL,"5,18 € (39,03 kn)",IC-MEMORY EPROM OTP 32kx8bit; 5V; 70ns,0
AT27C256R-70JU-ATMEL,"5,18 € (39,03 kn)",IC-SMD(PLCC32)EPROM 32KX8BIT 5V 70nS,5
AT27C256R-45JU-ATMEL,"5,02 € (37,82 kn)",IC EPROM OTP:32KX 8BIT 5V 45ns(PLCC32),2
AT27C080-90PC-ATMEL,"10,62 € (80,02 kn)",IC OTP-ROM 5V 1Mx8 90nS(DIP32),2
AT27C040-70PU-ATMEL,"9,79 € (73,76 kn)",IC,1
AT27C040-70JU-ATMEL(PLCC32),"11,95 € (90,04 kn)","IC-SMD-EPROM,OTP 512kx8bit 5V,70nS(PLSS3",7
AT27C020PU-ATMEL,"5,67 € (42,72 kn)",IC-MEMORY OTP 256KX8bit 90nS(DIP32),1
AT27C020-90JU-ATMEL,"6,11 € (46,04 kn)",IC-EEPROM 256kx8bit 5V 90ns (PLCC32),9
AT27C010-70JU-ATMEL(MALAYSIA),"5,73 € (43,17 kn)",IC-SMD-EPROM 128kX8bit 5V 70nS (PLCC32),22
AT24C512C-MICROCHIP,"3,32 € (25,01 kn)",IC-MEMORY EEPROM I2C 64kx8bit (SO8),15
AT24C256N-10SI-2.7-ATM,"3,59 € (27,05 kn)",IC(DIP8),0
AT24C16-PUM-ATMEL(DIP8),"1,99 € (14,99 kn)",IC-EEPROM SERIAL EEPROM 16K (2K X 8) 2-W,7
ASC1026T1,"2,77 € (20,87 kn)",IC,7
AS6C4008-55SIN-ALLIANCE,"12,67 € (95,46 kn)","IC-MEMORY SRAM,512KX8bit(sop32)",1
AS6C4008-55PCN-AM(DIP32),"12,67 € (95,46 kn)","IC-MEMORY,RAM,512kx8bit(DIP32)",1
AS6C1008-55STIN-AM(TSOP32),"9,69 € (73,01 kn)",IC-SMD-SRAM MEMORY 128KX8BIT,2
AS6C1008-55PIN-AM(TSOP32),"3,98 € (29,99 kn)",IC-SMD-SRAM MEMORY 128KX8BIT,0
AS3842,"0,00 € (0,00 kn)",IC=UC3842,0
AS34-G,"4,78 € (36,01 kn)",IC(SSOP-14),3
AS19H1G,"5,35 € (40,31 kn)",IC(TSOP48),37
AS15U-AUO,"4,72 € (35,56 kn)",IC(QFP),12
AS15HF,"4,78 € (36,01 kn)",IC(QFP48),13
AS15G-E-COMS,"3,98 € (29,99 kn)",IC-QFP48(TSOP48)=AS15F,19
AS15F,"3,19 € (24,04 kn)",IC-SMD(TSOP48),-1
AS04F(TSSOP14),"6,79 € (51,16 kn)",IC,5
APW7302B,"8,46 € (63,74 kn)",IC SMD DC-DC CONVERTER (SOIC8),11
APU2470DIP-ITT,"7,03 € (52,97 kn)",AUDIO PROCESOR,2
APU2400T-ITT,"13,21 € (99,53 kn)",INTEGRIRANI KRUG,1
APU2400E39-ITT,"5,77 € (43,47 kn)",IC=APU2400E/39,6
APM4568-DIP,"3,45 € (25,99 kn)",IC(DIP8),9
APM4546JC-APNEC,"1,86 € (14,01 kn)",IC-SMD(SO8),6
AP9971GD,"2,78 € (20,95 kn)",IC(DIP8),21
AP9930GM,"3,85 € (29,01 kn)",IC,2
AP8022-(DIP8),"10,45 € (78,74 kn)",IC,15
AP4513GH,"0,00 € (0,00 kn)",IC=AP4511GH,0
AP3843GMTR-E1-BCD,"3,40 € (25,62 kn)",IC SMD PWM CONTROLLER (SO8),7
AP3706P-BCD,"1,99 € (14,99 kn)",IC-CONTROLLER FOR BAT. CHARG (DIP8),9
AP3706M-BCD,"1,99 € (14,99 kn)",IC-CONTROLLER FOR BAT. CHARG (SO8),6
AP3608EM-G1,"3,32 € (25,01 kn)",IC SMD (SOP20),2
AP3064P-DI,"2,63 € (19,82 kn)",IC-LED DRIVER 4-CH BOOST(DIP16),10
AP3064M-BCD,"3,32 € (25,01 kn)",IC-SMD-LED DRIVER 4-CH BOOST(SO16),22
AP2306DTR1-BCD(SOT252-5),"2,65 € (19,97 kn)",IC,10
AP1513,"3,33 € (25,09 kn)",IC(SO8),10
AP1501-T5RL-U(TO220-5),"5,97 € (44,98 kn)",IC-SWITCH.REG.CONVERTER BUCK ASYN,0
AP1501-ADJ-DIO(TO263-5),"6,52 € (49,12 kn)",IC,10
AP1501-50-DIO(TO263-5),"3,19 € (24,04 kn)",IC(TO263-5),3
AOZ3015PI,"5,04 € (37,97 kn)",IC-SMD DC-DC CONVERTER(SO8),4
AOZ1948AI-AO(SO8),"3,98 € (29,99 kn)",IC,11
AOZ1051PI-AO,"4,38 € (33,00 kn)",IC-SMD DC-DC CONVERTER(SO8),7
AOP605,"3,78 € (28,48 kn)",IC=P605(DIP8),0
AO4800B,"1,33 € (10,02 kn)",IC,20
AO4800,"1,33 € (10,02 kn)",IC,20
AO4622-AO,"2,19 € (16,50 kn)",IC,6
AO4468-SMD(SO8),"2,96 € (22,30 kn)",TR-N-FET 100V 3.4A 2W (SO8),5
AN93B06K,"23,02 € (173,44 kn)",IC,1
AN8806SB,"5,82 € (43,85 kn)",I.C.,3
AN8805,"0,00 € (0,00 kn)",IC,0
AN8387S-MAT,"6,06 € (45,66 kn)",INTEGRIRANI KRUG,4
AN8377N-MAT,"3,14 € (23,66 kn)",INTEGRIRANI KRUG,2
AN8275N-MAT,"2,11 € (15,90 kn)",INTEGRIRANI KRUG,3
AN80T71,"6,37 € (47,99 kn)",IC,3
AN80T54,"13,80 € (103,98 kn)",IC,1
AN80T05,"6,88 € (51,84 kn)",IC,1
AN8090-MAT,"2,11 € (15,90 kn)",INTEGRIRANI KRUG,0
AN8077,"11,79 € (88,83 kn)",IC(DIP16,2
AN8072N,"6,03 € (45,43 kn)",IC(SIP12),2
AN8060-MAT,"2,39 € (18,01 kn)",IC(DIP8),1
AN8053,"9,83 € (74,06 kn)",iC(DIP16),2
AN8035,"0,00 € (0,00 kn)",IC=FAN7930,0
AN8028-PAN,"1,92 € (14,47 kn)",IC(SIP9),2
AN8026-MIT(SIP9),"5,97 € (44,98 kn)",IC,2
